responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,menggunakan_emoney?,emoney_pilihan_1,emoney_pilihan_2,emoney_pilihan_3,emoney_pilihan_4,emoney_pilihan_5,penggunaan_1,penggunaan_2,penggunaan_3,penggunaan_4,penggunaan_5,metode_topup_1,metode_topup_2,metode_topup_3,metode_topup_4,metode_topup_5,keluhan_1,keluhan_2,keluhan_3
1901,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1902,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,,,,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1903,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,,Pembayaran transportasi online,,,,,,,,,,Aplikasi tidak bisa digunakan/ diakses,,
1904,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,,,,,,,ATM,,,,,,,
1905,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1906,Perempuan,31-40 tahun,S2,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,GoPay,OVO,LinkAja,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,,,Internet Banking,,,,,
1907,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,Melalui Driver,Top up di minimarket,,,
1908,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,GoPay,,,,,Pembayaran transportasi online,,,,,ATM,Mobile Banking,,,,,,
1909,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1910,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,,,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1911,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,,,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1912,Perempuan,15-20 tahun,SMA,tidak menjawab,,,Mengikuti kelas online,,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1913,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1914,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,,,ya,GoPay,OVO,,,,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1915,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,ya,GoPay,OVO,,,,,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1916,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1917,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,,,,,,,ATM,,,,,,,
1918,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,LinkAja,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1919,Perempuan,>50 tahun,S2,> Rp 10 juta,Berbelanja online,,,,,ya,GoPay,OVO,,,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,Mobile Banking,Internet Banking,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1920,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,ya,GoPay,OVO,,,ShopeePay,,Pembayaran tol,,,,ATM,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1921,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1922,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,GoPay,,,,,Pembayaran transportasi online,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1923,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,ya,GoPay,,,,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah
1924,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,,,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1925,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1926,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,Internet Banking,,,,,
1927,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,ya,GoPay,,,Dana,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1928,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,LinkAja,,ShopeePay,,Pembayaran tol,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1929,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1930,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1931,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,ATM,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,Nominal saldo berkurang tanpa digunakan untuk transaksi,Telah Top Up tapi saldo tidak bertambah
1932,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,GoPay,OVO,,,,,,,,,,,,,,,,Telah Top Up tapi saldo tidak bertambah
1933,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,,,,,
1934,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1935,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1936,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,Top up di minimarket,,,
1937,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1938,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,ya,,,,Dana,,,,Pembayaran e-commerce,,,,,,,,Aplikasi tidak bisa digunakan/ diakses,,
1939,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,Dana,,,,,,,,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1940,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,Dana,,,,,,,,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1941,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,,,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1942,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1943,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,Melalui Driver,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1944,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,,,,Top up di minimarket,,,Telah Top Up tapi saldo tidak bertambah
1945,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,LinkAja,,,,,,,,,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah
1946,Perempuan,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah
1947,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,,,Melalui Driver,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1948,Perempuan,15-20 tahun,SMA,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1949,Perempuan,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,,Pembayaran e-commerce,,,,,,Melalui Driver,Top up di minimarket,,,Telah Top Up tapi saldo tidak bertambah
1950,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1951,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Dana,,,,Pembayaran e-commerce,,,,,,,Top up di minimarket,,,
1952,Perempuan,15-20 tahun,SMA,tidak menjawab,Berbelanja online,,,Akses media sosial,,ya,,OVO,,Dana,,,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1953,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,LinkAja,Dana,ShopeePay,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,ATM,Mobile Banking,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1954,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,,,,Top up di minimarket,,,
1955,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,OVO,,Dana,,,,,,,,,,,,,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1956,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,ShopeePay,,,Pembayaran e-commerce,,,,,,,Top up di minimarket,,,
1957,Laki – laki,>50 tahun,S2,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1958,Perempuan,>50 tahun,S2,> Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,,,,,
1959,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,,
1960,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,,,,,Mobile Banking,,,,,,
1961,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1962,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,OVO,LinkAja,,,,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1963,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,ATM,Mobile Banking,,Melalui Driver,Top up di minimarket,,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1964,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,,,,,Mobile Banking,,,,,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1965,Laki – laki,15-20 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1966,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1967,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1968,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1969,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1970,Laki – laki,41-50 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1971,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1972,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1973,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,,,Pembayaran e-commerce,,,,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1974,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,,,,,ya,GoPay,OVO,LinkAja,,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,,,ATM,,,,,,,
1975,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,,,,,,,Pembayaran tol,,,,ATM,,,,,,,
1976,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,ShopeePay,Pembayaran transportasi online,,,,,,Mobile Banking,,Melalui Driver,,,,
1977,Perempuan,41-50 tahun,S1,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1978,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,OVO,,,ShopeePay,Pembayaran transportasi online,,,Pembayaran di restauran/ cafe,,,Mobile Banking,,,,,Nominal saldo berkurang tanpa digunakan untuk transaksi,
1979,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,OVO,,Dana,ShopeePay,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1980,Perempuan,21-30 tahun,tidak menjawab,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,Top up di minimarket,,,Telah Top Up tapi saldo tidak bertambah
1981,Laki – laki,31-40 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1982,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
1983,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
1984,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,,Mengikuti kelas online,,,ya,GoPay,OVO,,Dana,,,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,,,
1985,Laki – laki,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,,,ya,GoPay,OVO,LinkAja,,,,Pembayaran tol,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",,Mobile Banking,,,,Aplikasi tidak bisa digunakan/ diakses,,
1986,Laki – laki,31-40 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,ya,GoPay,OVO,,,,Pembayaran transportasi online,,,,,,Mobile Banking,,,,,,
1987,Laki – laki,21-30 tahun,S2,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,GoPay,OVO,,Dana,,Pembayaran transportasi online,,Pembayaran e-commerce,,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,Mobile Banking,Internet Banking,,,Aplikasi tidak bisa digunakan/ diakses,Nominal saldo berkurang tanpa digunakan untuk transaksi,Telah Top Up tapi saldo tidak bertambah
1988,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,,LinkAja,,ShopeePay,,Pembayaran tol,Pembayaran e-commerce,,,ATM,Mobile Banking,,,,,,
1989,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,OVO,,,,Pembayaran transportasi online,,Pembayaran e-commerce,,,,,,,Top up di minimarket,,,Telah Top Up tapi saldo tidak bertambah
1990,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,,Mobile Banking,,,,,,
1991,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,GoPay,,,,,Pembayaran transportasi online,,,,,,Mobile Banking,,,,,,
1992,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,,ShopeePay,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,"Pembayaran utilitas (PLN, PDAM, dll)",ATM,,,,Top up di minimarket,Aplikasi tidak bisa digunakan/ diakses,,
1993,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,GoPay,OVO,,,ShopeePay,,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,ATM,,,,Top up di minimarket,,,
1994,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,ya,GoPay,OVO,LinkAja,,,Pembayaran transportasi online,Pembayaran tol,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,ATM,Mobile Banking,,,,,,
1995,Laki – laki,21-30 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,,,,,
1996,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,GoPay,OVO,,,ShopeePay,Pembayaran transportasi online,,Pembayaran e-commerce,,,ATM,Mobile Banking,,,Top up di minimarket,,,
1997,Perempuan,21-30 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,,,Dana,,,,,,,ATM,,,,,Aplikasi tidak bisa digunakan/ diakses,,
1998,Laki – laki,31-40 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,GoPay,OVO,,,,,Pembayaran tol,Pembayaran e-commerce,,,ATM,,Internet Banking,,Top up di minimarket,,,
1999,Perempuan,31-40 tahun,S2,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
